Temperatura   , dT           , Intensitat   , dI           , Tensió          , dV
22.7747917175 , 0.0467725992 , 5.7395815849 , 0.0049999999 , 3907.8425292969 , 6.3099603653
22.6832008362 , 0.0601873957 , 5.7166614532 , 0.0049999999 , 3913.4929199219 , 6.2024626732
22.7904777527 , 0.0687028915 , 5.7134933472 , 0.0049999999 , 3918.8605957031 , 5.7897109985
22.7804431915 , 0.0683448389 , 5.7141833305 , 0.0049999999 , 3922.4189453125 , 6.0010337830
22.8651313782 , 0.0464193374 , 5.7183451653 , 0.0049999999 , 3922.3159179688 , 6.8861322403
22.7277431488 , 0.0575063527 , 5.7115898132 , 0.0049999999 , 3918.0979003906 , 7.1424856186
22.7051582336 , 0.0440365449 , 5.7083187103 , 0.0049999999 , 3915.4199218750 , 5.8124566078
22.8895969391 , 0.0455071442 , 5.7131891251 , 0.0049999999 , 3922.5019531250 , 6.8512187004
22.7020225525 , 0.0487111621 , 5.7121996880 , 0.0049999999 , 3916.8461914063 , 5.4862694740
22.8105525970 , 0.0477582179 , 5.7069134712 , 0.0049999999 , 3924.7382812500 , 5.8313694000
22.8105525970 , 0.0359009430 , 5.6871380806 , 0.0049999999 , 3929.9174804688 , 6.6839079857
22.5709075928 , 0.0431459658 , 5.6915621758 , 0.0049999999 , 3921.5585937500 , 6.8470335007
22.7302513123 , 0.0655332208 , 5.6900491714 , 0.0049999999 , 3924.1496582031 , 5.5342006683
22.6675186157 , 0.0477387086 , 5.6941819191 , 0.0049999999 , 3929.1147460938 , 6.9352340698
22.7208442688 , 0.0608800240 , 5.7010765076 , 0.0049999999 , 3926.1149902344 , 6.7095036507
22.7497024536 , 0.0515787564 , 5.6988563538 , 0.0049999999 , 3934.3425292969 , 6.3887028694
22.7503299713 , 0.0374340080 , 5.7011322975 , 0.0049999999 , 3926.9448242188 , 5.9445376396
22.6731643677 , 0.0386423953 , 5.7068433762 , 0.0049999999 , 3926.7900390625 , 5.3166322708
22.6769294739 , 0.0704791024 , 5.6951332092 , 0.0049999999 , 3939.2150878906 , 6.8932261467
22.6041564941 , 0.0489020608 , 5.7049846649 , 0.0049999999 , 3929.9831542969 , 6.7686338425
22.7032775879 , 0.0410281047 , 5.7177586555 , 0.0049999999 , 3939.8679199219 , 6.9188232422
22.7145690918 , 0.0512949713 , 5.7235164642 , 0.0049999999 , 3932.2036132813 , 5.0500235558
22.6944942474 , 0.0643713027 , 5.7341928482 , 0.0049999999 , 3938.3601074219 , 6.4955940247
22.6643810272 , 0.0482112803 , 5.7243881226 , 0.0049999999 , 3933.7939453125 , 6.4648685455
22.6882228851 , 0.0425224118 , 5.7239885330 , 0.0049999999 , 3932.1621093750 , 6.8847928047
22.6970024109 , 0.0418821685 , 5.7335186005 , 0.0049999999 , 3943.6296386719 , 5.8448681831
22.6913585663 , 0.0424785651 , 5.7331829071 , 0.0049999999 , 3938.8586425781 , 5.2915654182
22.7622489929 , 0.0383114554 , 5.7312932014 , 0.0049999999 , 3940.9902343750 , 5.1185402870
22.4987640381 , 0.0395087264 , 5.7265400887 , 0.0049999999 , 3943.1499023438 , 6.9427075386
22.6430511475 , 0.0650098249 , 5.7255587578 , 0.0049999999 , 3946.6149902344 , 6.0526585579
22.5150756836 , 0.0410961732 , 5.7276062965 , 0.0049999999 , 3936.6311035156 , 5.9737958908
22.5702819824 , 0.0343084745 , 5.7180933952 , 0.0049999999 , 3939.6687011719 , 6.4275946617
22.6041564941 , 0.0616505630 , 5.7212538719 , 0.0049999999 , 3946.1330566406 , 6.9035305977
22.7258605957 , 0.0332978293 , 5.7275166512 , 0.0049999999 , 3949.9042968750 , 5.7663388252
22.6618728638 , 0.0487876125 , 5.7237515450 , 0.0049999999 , 3948.4279785156 , 6.8968296051
22.5966281891 , 0.0606141724 , 5.7219500542 , 0.0049999999 , 3942.1213378906 , 5.8155789375
22.6022758484 , 0.0441773757 , 5.7303409576 , 0.0049999999 , 3946.7751464844 , 6.5338368416
22.5809459686 , 0.0545632802 , 5.7201886177 , 0.0049999999 , 3942.2731933594 , 4.4881095886
22.4548492432 , 0.0454115011 , 5.7180109024 , 0.0049999999 , 3942.7587890625 , 6.6575202942
22.6236057281 , 0.0410886183 , 5.7144641876 , 0.0049999999 , 3952.4648437500 , 5.5754852295
22.5790615082 , 0.0595388897 , 5.7148127556 , 0.0049999999 , 3954.2807617188 , 6.5466012955
22.5891017914 , 0.0617763698 , 5.7208647728 , 0.0049999999 , 3954.5620117188 , 5.4378342628
22.4636325836 , 0.0376408547 , 5.7244806290 , 0.0049999999 , 3946.7968750000 , 5.5385026932
22.6167030334 , 0.0443317629 , 5.7281012535 , 0.0049999999 , 3952.1696777344 , 6.5308642387
22.5658912659 , 0.0430450700 , 5.7357554436 , 0.0049999999 , 3959.0893554688 , 6.0028619766
22.6223506927 , 0.0533545837 , 5.7295789719 , 0.0049999999 , 3958.9191894531 , 7.3024063110
22.4711608887 , 0.0358836390 , 5.7358641624 , 0.0049999999 , 3950.1748046875 , 7.8801417351
22.6217250824 , 0.0444576889 , 5.7410326004 , 0.0049999999 , 3959.6716308594 , 6.3404517174
22.6273689270 , 0.0364503898 , 5.7285900116 , 0.0049999999 , 3960.3698730469 , 5.5779719353
22.5213470459 , 0.0485323109 , 5.7305779457 , 0.0049999999 , 3964.4284667969 , 6.6406245232
22.5150756836 , 0.0525983237 , 5.7289490700 , 0.0049999999 , 3956.3125000000 , 5.4854030609
22.5345211029 , 0.0481403694 , 5.7337098122 , 0.0049999999 , 3958.3894042969 , 6.6310253143
22.5633792877 , 0.0524090379 , 5.7377500534 , 0.0049999999 , 3963.5993652344 , 5.8136219978
22.5514602661 , 0.0709096268 , 5.7374796867 , 0.0049999999 , 3958.8403320313 , 5.1338844299
22.4034099579 , 0.0533429384 , 5.7302765846 , 0.0049999999 , 3962.9663085938 , 6.4920916557
22.5364055634 , 0.0430522859 , 5.7086529732 , 0.0049999999 , 3970.1052246094 , 6.8399329185
22.4008979797 , 0.0456230193 , 5.7098264694 , 0.0049999999 , 3961.9008789063 , 5.1473560333
22.5138206482 , 0.0505693369 , 5.6924457550 , 0.0049999999 , 3970.7924804688 , 6.2799491882
22.4956283569 , 0.0638724193 , 5.7000017166 , 0.0049999999 , 3970.9245605469 , 5.2443008423
22.4517135620 , 0.0654336140 , 5.7077794075 , 0.0049999999 , 3970.4313964844 , 5.9795441628
22.5382862091 , 0.0619921684 , 5.7118487358 , 0.0049999999 , 3972.2102050781 , 6.1168704033
22.4241085052 , 0.0386664979 , 5.7036676407 , 0.0049999999 , 3965.4296875000 , 6.9075326920
22.4874706268 , 0.0385941416 , 5.7082705498 , 0.0049999999 , 3972.7341308594 , 7.2566084862
22.5138206482 , 0.0429150052 , 5.7056975365 , 0.0049999999 , 3977.9614257813 , 5.9586648941
22.4034099579 , 0.0561399497 , 5.7113180161 , 0.0049999999 , 3968.9311523438 , 6.5962805748
22.4360313416 , 0.0524919331 , 5.7045331001 , 0.0049999999 , 3973.8339843750 , 4.8883681297
22.3124427795 , 0.0545632802 , 5.7001361847 , 0.0049999999 , 3970.5568847656 , 7.6605067253
22.3582382202 , 0.0359959751 , 5.6964230537 , 0.0049999999 , 3978.9086914063 , 6.4306688309
22.4830799103 , 0.0421261638 , 5.6966218948 , 0.0049999999 , 3982.6064453125 , 6.5976023674
22.3908596039 , 0.0558126047 , 5.6986327171 , 0.0049999999 , 3973.7585449219 , 8.0896577835
22.4078006744 , 0.0367220342 , 5.7028841972 , 0.0049999999 , 3968.2583007813 , 7.5425281525
22.4730434418 , 0.0472482592 , 5.7084197998 , 0.0049999999 , 3980.4616699219 , 7.4850244522
22.4084262848 , 0.0567178503 , 5.7154779434 , 0.0049999999 , 3984.0295410156 , 6.2387948036
22.2208518982 , 0.0421482734 , 5.7167019844 , 0.0049999999 , 3979.8417968750 , 7.1887168884
22.3914871216 , 0.0287747718 , 5.7173147202 , 0.0049999999 , 3976.5998535156 , 8.5186538696
22.4749240875 , 0.0601461008 , 5.7168898582 , 0.0049999999 , 3980.9753417969 , 4.7935500145
22.3751773834 , 0.0359182395 , 5.7243218422 , 0.0049999999 , 3984.6130371094 , 7.4983997345
22.3958797455 , 0.0449716672 , 5.7302780151 , 0.0049999999 , 3981.3298339844 , 5.6773595810
22.3921146393 , 0.0395951048 , 5.7325859070 , 0.0049999999 , 3985.7023925781 , 7.7808356285
22.2873497009 , 0.0393827520 , 5.7397918701 , 0.0049999999 , 3988.0480957031 , 6.4695534706
22.3375358582 , 0.0598873608 , 5.7479858398 , 0.0049999999 , 3989.7119140625 , 7.5236148834
22.2823333740 , 0.0586718880 , 5.7534070015 , 0.0049999999 , 3986.4099121094 , 7.1527237892
22.2547283173 , 0.0576412119 , 5.7620716095 , 0.0049999999 , 3983.2707519531 , 7.7311291695
22.3795681000 , 0.0855545625 , 5.7583918571 , 0.0049999999 , 3984.5654296875 , 5.2450981140
22.3977622986 , 0.0395087264 , 5.7586212158 , 0.0049999999 , 3994.6606445313 , 6.8449134827
22.4222278595 , 0.0459350906 , 5.7573618889 , 0.0049999999 , 3995.0273437500 , 6.4781856537
22.3820800781 , 0.0322555341 , 5.7453622818 , 0.0049999999 , 3991.0080566406 , 4.7149548531
22.3337726593 , 0.0546656474 , 5.7428655624 , 0.0049999999 , 3988.3466796875 , 6.2644481659
22.3494548798 , 0.0528163426 , 5.7380537987 , 0.0049999999 , 3991.6794433594 , 6.0643987656
22.3268737793 , 0.0387627594 , 5.7401947975 , 0.0049999999 , 3985.6997070313 , 7.9281969070
22.3638858795 , 0.0360649340 , 5.7459063530 , 0.0049999999 , 3991.9548339844 , 5.4664664268
22.2748012543 , 0.0431459658 , 5.7421340942 , 0.0049999999 , 3998.4641113281 , 6.5863680840
22.2842121124 , 0.0378137268 , 5.7439894676 , 0.0049999999 , 3993.1584472656 , 6.1863350868
22.3243618011 , 0.0572031140 , 5.7368674278 , 0.0049999999 , 3995.5375976563 , 7.2671470642
22.3249893188 , 0.0546258576 , 5.7300920486 , 0.0049999999 , 3989.5856933594 , 7.3529047966
22.2873497009 , 0.0598302931 , 5.7228946686 , 0.0049999999 , 3993.0029296875 , 6.0150294304
22.2001495361 , 0.0547508039 , 5.7305808067 , 0.0049999999 , 3994.2939453125 , 5.7087073326
22.3413028717 , 0.0348562971 , 5.7350564003 , 0.0049999999 , 4004.4077148438 , 5.7756223679
22.1725463867 , 0.0406554975 , 5.7254095078 , 0.0049999999 , 3995.1757812500 , 6.2016234398
22.3852157593 , 0.0639793053 , 5.7227096558 , 0.0049999999 , 4005.4960937500 , 5.8859419823
22.3067951202 , 0.0607319064 , 5.7277278900 , 0.0049999999 , 4009.1450195313 , 8.4554910660
22.2835845947 , 0.0614790432 , 5.7306575775 , 0.0049999999 , 4006.0026855469 , 7.3850388527
22.3513393402 , 0.0526219346 , 5.7370791435 , 0.0049999999 , 4007.9040527344 , 6.7402939796
22.2333984375 , 0.0508815870 , 5.7252759933 , 0.0049999999 , 4004.7500000000 , 7.8286371231
22.2522201538 , 0.0471561477 , 5.7330899239 , 0.0049999999 , 4004.3420410156 , 6.6288337708
22.3218536377 , 0.0424712561 , 5.7157030106 , 0.0049999999 , 4004.6503906250 , 5.7266345024
22.1926212311 , 0.0426099673 , 5.7232537270 , 0.0049999999 , 4002.8652343750 , 6.8158721924
22.1349067688 , 0.0402331464 , 5.7255315781 , 0.0049999999 , 4000.5715332031 , 5.6408529282
22.2415523529 , 0.0493509136 , 5.7296571732 , 0.0049999999 , 4005.3654785156 , 5.4906239510
22.2377891541 , 0.0504648201 , 5.7354464531 , 0.0049999999 , 4012.4990234375 , 6.7582378387
22.2685298920 , 0.0459080376 , 5.7227077484 , 0.0049999999 , 4011.8574218750 , 7.3154926300
22.2233619690 , 0.0472811162 , 5.7118530273 , 0.0049999999 , 4006.1784667969 , 6.5794091225
22.1298866272 , 0.0463456847 , 5.7119741440 , 0.0049999999 , 4014.2111816406 , 6.3769240379
22.1788196564 , 0.0433613695 , 5.6937685013 , 0.0049999999 , 4014.8083496094 , 6.5959982872
22.3256168365 , 0.0637897030 , 5.7099838257 , 0.0049999999 , 4016.2338867188 , 6.1063008308
22.2791938782 , 0.0592513010 , 5.7151761055 , 0.0049999999 , 4017.6101074219 , 5.5459737778
22.2886047363 , 0.0501933023 , 5.7209477425 , 0.0049999999 , 4019.3352050781 , 5.8718290329
22.2748012543 , 0.0530978478 , 5.7412829399 , 0.0049999999 , 4016.9951171875 , 6.1411809921
22.3136978149 , 0.0481339172 , 5.7479853630 , 0.0049999999 , 4017.1481933594 , 6.2127151489
22.1160850525 , 0.0433756970 , 5.7558484077 , 0.0049999999 , 4005.7263183594 , 7.2722291946
22.1593723297 , 0.0340540670 , 5.7613377571 , 0.0049999999 , 4010.4821777344 , 6.9735851288
22.2766857147 , 0.0389386341 , 5.7436900139 , 0.0049999999 , 4022.8195800781 , 6.1889128685
22.2095603943 , 0.0546883643 , 5.7491745949 , 0.0049999999 , 4013.6684570313 , 6.2762155533
22.2083034515 , 0.0409371667 , 5.7414121628 , 0.0049999999 , 4017.3723144531 , 7.3261013031
22.2396697998 , 0.0355444886 , 5.7529850006 , 0.0049999999 , 4022.7143554688 , 6.4014134407
22.2365341187 , 0.0479075573 , 5.7454524040 , 0.0049999999 , 4019.4199218750 , 5.2879223824
22.1951293945 , 0.0334374420 , 5.7422137260 , 0.0049999999 , 4018.2312011719 , 7.0952334404
22.0960102081 , 0.0408384204 , 5.7432060242 , 0.0049999999 , 4010.6877441406 , 7.6867575645
22.1869735718 , 0.0437890105 , 5.7522797585 , 0.0049999999 , 4021.0368652344 , 6.8280162811
22.2817039490 , 0.0424712561 , 5.7379794121 , 0.0049999999 , 4025.7949218750 , 6.9772324562
22.1142005920 , 0.0462719128 , 5.7401275635 , 0.0049999999 , 4021.8293457031 , 6.6747736931
22.1436862946 , 0.0357014202 , 5.7437701225 , 0.0049999999 , 4014.5158691406 , 6.0360646248
22.2233619690 , 0.0591726191 , 5.7338624001 , 0.0049999999 , 4017.8139648438 , 6.1727342606
22.1436862946 , 0.0369328633 , 5.7265324593 , 0.0049999999 , 4022.7958984375 , 7.0119824409
22.0784435272 , 0.0399698280 , 5.7343430519 , 0.0049999999 , 4023.1816406250 , 7.2395982742
22.1041660309 , 0.0467593111 , 5.7366108894 , 0.0049999999 , 4019.5571289063 , 9.0248336792
22.1267509460 , 0.0398219191 , 5.7420706749 , 0.0049999999 , 4020.7111816406 , 4.8306460381
22.2177143097 , 0.0548188277 , 5.7469844818 , 0.0049999999 , 4016.1323242188 , 5.5020575523
22.1173400879 , 0.0387066379 , 5.7544593811 , 0.0049999999 , 4024.5068359375 , 6.7697181702
22.2515926361 , 0.0419488512 , 5.7442150116 , 0.0049999999 , 4030.5312500000 , 8.6691837311
21.9956359863 , 0.0562283956 , 5.7523331642 , 0.0049999999 , 4017.7150878906 , 6.7178196907
22.1549816132 , 0.0610634014 , 5.7502374649 , 0.0049999999 , 4031.3256835938 , 5.0640883446
22.1016578674 , 0.0568818823 , 5.7487182617 , 0.0049999999 , 4022.0002441406 , 5.4245190620
22.1004028320 , 0.0408384204 , 5.7502808571 , 0.0049999999 , 4022.9250488281 , 6.6042847633
22.1901130676 , 0.0424346775 , 5.7623100281 , 0.0049999999 , 4035.7102050781 , 5.7896389961
22.1700363159 , 0.0559126772 , 5.7583622932 , 0.0049999999 , 4035.1149902344 , 5.2796235085
22.2290058136 , 0.0460229032 , 5.7548093796 , 0.0049999999 , 4034.6376953125 , 5.9662775993
22.1662712097 , 0.0606551506 , 5.7531991005 , 0.0049999999 , 4035.9970703125 , 8.1730642319
22.1756820679 , 0.0558404177 , 5.7526040077 , 0.0049999999 , 4041.6804199219 , 6.8000783920
22.1035385132 , 0.0504709743 , 5.7462081909 , 0.0049999999 , 4032.0864257813 , 7.1401400566
21.9579944611 , 0.0472811162 , 5.7417950630 , 0.0049999999 , 4031.4343261719 , 6.4389576912
22.0483303070 , 0.0385055207 , 5.7329392433 , 0.0049999999 , 4028.5437011719 , 5.0896191597
22.0646457672 , 0.0437251329 , 5.7376670837 , 0.0049999999 , 4036.2497558594 , 6.6624975204
22.1148300171 , 0.0469383039 , 5.7385039330 , 0.0049999999 , 4033.2990722656 , 4.7168545723
22.1361598969 , 0.0400086604 , 5.7300987244 , 0.0049999999 , 4043.5295410156 , 5.4803595543
22.0702896118 , 0.0510704592 , 5.7399950027 , 0.0049999999 , 4031.6601562500 , 5.0411558151
22.0608806610 , 0.0574252866 , 5.7315630913 , 0.0049999999 , 4043.5026855469 , 5.9840607643
22.0753078461 , 0.0520820916 , 5.7194566727 , 0.0049999999 , 4046.8959960938 , 7.2793631554
21.9931240082 , 0.0899329782 , 5.7244343758 , 0.0049999999 , 4035.6130371094 , 5.4592943192
22.1135768890 , 0.0456094034 , 5.7358736992 , 0.0049999999 , 4046.5610351563 , 7.0396432877
22.0320205688 , 0.0382546708 , 5.7361569405 , 0.0049999999 , 4035.4836425781 , 5.5929560661
21.9692859650 , 0.0435471945 , 5.7481331825 , 0.0049999999 , 4034.7412109375 , 5.0787854195
22.0546054840 , 0.0398375168 , 5.7484111786 , 0.0049999999 , 4035.1533203125 , 6.5965309143
21.9868526459 , 0.0473795459 , 5.7335214615 , 0.0049999999 , 4039.5878906250 , 5.7526416779
22.1367874146 , 0.0553936884 , 5.7370924950 , 0.0049999999 , 4050.1628417969 , 5.5810046196
22.0207290649 , 0.0533836819 , 5.7304162979 , 0.0049999999 , 4038.6179199219 , 7.0531949997
21.9868526459 , 0.0447154157 , 5.7447981834 , 0.0049999999 , 4039.1821289063 , 7.3894934654
22.0395488739 , 0.0514159203 , 5.7346653938 , 0.0049999999 , 4045.5595703125 , 7.8705625534
22.0270042419 , 0.0370587856 , 5.7439827919 , 0.0049999999 , 4048.8974609375 , 5.8104095459
21.9579944611 , 0.0431027524 , 5.7305126190 , 0.0049999999 , 4048.5681152344 , 6.5870881081
22.0282573700 , 0.0562836044 , 5.7312097549 , 0.0049999999 , 4052.5781250000 , 7.0979647636
21.9510955811 , 0.0337977409 , 5.7326917648 , 0.0049999999 , 4042.5512695313 , 7.2889137268
22.0564899445 , 0.0443877764 , 5.7249903679 , 0.0049999999 , 4054.1787109375 , 7.8682527542
21.9021644592 , 0.0457182229 , 5.7191576958 , 0.0049999999 , 4042.8696289063 , 6.7754154205
22.0495872498 , 0.0436326936 , 5.7250194550 , 0.0049999999 , 4054.6301269531 , 5.3621177673
21.9467048645 , 0.0532555319 , 5.7436046600 , 0.0049999999 , 4044.7009277344 , 7.9134244919
22.0602531433 , 0.0675035268 , 5.7434811592 , 0.0049999999 , 4057.1320800781 , 5.9362869263
22.0201015472 , 0.0425078012 , 5.7443466187 , 0.0049999999 , 4055.4748535156 , 6.2402095795
21.8952617645 , 0.0559459925 , 5.7352356911 , 0.0049999999 , 4043.7343750000 , 5.2410516739
22.0069274902 , 0.0325621888 , 5.7134823799 , 0.0049999999 , 4048.2622070313 , 5.0640010834
22.0238647461 , 0.0609666891 , 5.7128300667 , 0.0049999999 , 4055.2773437500 , 5.6754078865
22.0069274902 , 0.0598821752 , 5.7216448784 , 0.0049999999 , 4054.6638183594 , 6.5128254890
21.9523487091 , 0.0426318273 , 5.7322645187 , 0.0049999999 , 4048.6848144531 , 5.8695802689
21.9818325043 , 0.0594867058 , 5.7304663658 , 0.0049999999 , 4062.1582031250 , 7.4020133018
21.9655227661 , 0.0373758897 , 5.7323889732 , 0.0049999999 , 4057.9023437500 , 4.3659687042
21.8199806213 , 0.0682720914 , 5.7236189842 , 0.0049999999 , 4052.5073242188 , 8.3253793716
21.8789501190 , 0.0455889665 , 5.7286686897 , 0.0049999999 , 4058.1838378906 , 6.8284106255
21.9479560852 , 0.0505386181 , 5.7261314392 , 0.0049999999 , 4055.7670898438 , 4.7504372597
21.7911224365 , 0.0605526529 , 5.7227487564 , 0.0049999999 , 4053.6274414063 , 6.0500540733
21.7503452301 , 0.0396499708 , 5.7319149971 , 0.0049999999 , 4057.0153808594 , 6.9914870262
21.9523487091 , 0.0362710208 , 5.7427282333 , 0.0049999999 , 4061.1684570313 , 7.6184101105
21.9002799988 , 0.0655616447 , 5.7445240021 , 0.0049999999 , 4052.9577636719 , 5.5582203865
21.9529762268 , 0.0585500114 , 5.7535877228 , 0.0049999999 , 4058.7768554688 , 7.1168336868
21.8996524811 , 0.0430955477 , 5.7545418739 , 0.0049999999 , 4057.0822753906 , 7.2961559296
22.0382957458 , 0.0560292006 , 5.7583303452 , 0.0049999999 , 4066.0800781250 , 7.3118219376
22.0175933838 , 0.0608443022 , 5.7586874962 , 0.0049999999 , 4065.5393066406 , 6.8056216240
22.0163383484 , 0.0522428453 , 5.7659692764 , 0.0049999999 , 4064.1596679688 , 5.7529850006
21.8463287354 , 0.0363223590 , 5.7567715645 , 0.0049999999 , 4052.4082031250 , 6.6176829338
21.9103164673 , 0.0524978489 , 5.7608256340 , 0.0049999999 , 4065.4812011719 , 7.0080299377
21.9786968231 , 0.0618065260 , 5.7559275627 , 0.0049999999 , 4066.6533203125 , 6.9530706406
21.9084358215 , 0.0456978381 , 5.7485885620 , 0.0049999999 , 4065.6884765625 , 7.4751553535
21.8513450623 , 0.0502922051 , 5.7329483032 , 0.0049999999 , 4061.8405761719 , 5.3488693237
21.8682842255 , 0.0470968373 , 5.7366991043 , 0.0049999999 , 4061.9858398438 , 7.1551704407
21.8996524811 , 0.0344169326 , 5.7232246399 , 0.0049999999 , 4058.2990722656 , 6.4766087532
21.9573669434 , 0.0444157571 , 5.7119522095 , 0.0049999999 , 4070.2187500000 , 7.5525388718
21.9385490417 , 0.0543979704 , 5.7008304596 , 0.0049999999 , 4068.1811523438 , 6.3380727768
21.9410572052 , 0.0557067767 , 5.7040076256 , 0.0049999999 , 4070.1516113281 , 5.3253135681
21.8475818634 , 0.0657083318 , 5.7148032188 , 0.0049999999 , 4065.8068847656 , 7.4430236816
21.9021644592 , 0.0628084168 , 5.7027859688 , 0.0049999999 , 4072.0688476563 , 6.4107503891
21.8193511963 , 0.0449785739 , 5.7033252716 , 0.0049999999 , 4064.4565429688 , 7.0472726822
21.8174724579 , 0.0565698110 , 5.6922111511 , 0.0049999999 , 4063.1882324219 , 6.2602300644
22.0822086334 , 0.0555224903 , 5.6792788506 , 0.0049999999 , 4074.3308105469 , 5.8159108162
21.9385490417 , 0.0541232266 , 5.6891283989 , 0.0049999999 , 4075.9172363281 , 6.3519921303
21.8532295227 , 0.0311983265 , 5.6927433014 , 0.0049999999 , 4065.2460937500 , 5.6027565002
21.8827133179 , 0.0340814143 , 5.6846408844 , 0.0049999999 , 4068.7216796875 , 5.1478142738
21.7785758972 , 0.0585234836 , 5.6799135208 , 0.0049999999 , 4065.2888183594 , 7.3014578819
21.7842235565 , 0.0362196080 , 5.6820077896 , 0.0049999999 , 4070.0419921875 , 6.6241569519
21.7955131531 , 0.0419340432 , 5.6887764931 , 0.0049999999 , 4066.3479003906 , 6.2069730759
21.8532295227 , 0.0390342288 , 5.6793613434 , 0.0049999999 , 4066.6499023438 , 4.9925994873
21.7647724152 , 0.0519447513 , 5.6854181290 , 0.0049999999 , 4068.2741699219 , 7.0457639694
21.8664035797 , 0.0461240113 , 5.6878161430 , 0.0049999999 , 4076.5407714844 , 7.5252346992
21.8155879974 , 0.0660712793 , 5.6980333328 , 0.0049999999 , 4076.4140625000 , 5.9036564827
21.8789501190 , 0.0450958051 , 5.7038102150 , 0.0049999999 , 4075.5263671875 , 5.9216108322
21.8099441528 , 0.0432035103 , 5.7087650299 , 0.0049999999 , 4068.3212890625 , 5.4660115242
21.7528533936 , 0.0315645039 , 5.7112708092 , 0.0049999999 , 4073.9741210938 , 6.6916117668
21.7635173798 , 0.0452607907 , 5.7146248817 , 0.0049999999 , 4069.8381347656 , 7.5497093201
21.8632640839 , 0.0410886183 , 5.7108058929 , 0.0049999999 , 4081.9519042969 , 7.6112470627
21.7923774719 , 0.0374920405 , 5.7195787430 , 0.0049999999 , 4073.4638671875 , 7.2824668884
21.8500938416 , 0.0462450571 , 5.7234454155 , 0.0049999999 , 4076.8684082031 , 6.2999634743
21.7377967834 , 0.0467858762 , 5.7158141136 , 0.0049999999 , 4070.6440429688 , 5.1871743202
21.7716732025 , 0.0642650649 , 5.7207894325 , 0.0049999999 , 4077.4077148438 , 6.5734896660
21.7271327972 , 0.0540428348 , 5.7218484879 , 0.0049999999 , 4076.9089355469 , 6.6834664345
21.8551120758 , 0.0460498855 , 5.7142548561 , 0.0049999999 , 4084.8845214844 , 6.3537383080
21.7854747772 , 0.0499824807 , 5.7158451080 , 0.0049999999 , 4083.9162597656 , 7.2813596725
21.7522258759 , 0.0821507722 , 5.7101950645 , 0.0049999999 , 4081.1398925781 , 7.1698989868
21.7528533936 , 0.0393354073 , 5.6930217743 , 0.0049999999 , 4075.0358886719 , 5.5919375420
21.8099441528 , 0.0623767413 , 5.6909966469 , 0.0049999999 , 4087.5222167969 , 7.9363369942
21.8030414581 , 0.0581347980 , 5.7057800293 , 0.0049999999 , 4075.9460449219 , 5.8560934067
21.6756896973 , 0.0364844576 , 5.7061424255 , 0.0049999999 , 4079.5686035156 , 6.9386334419
21.7647724152 , 0.0693149567 , 5.7098870277 , 0.0049999999 , 4084.1833496094 , 4.6184110641
21.7308959961 , 0.0663994923 , 5.6951866150 , 0.0049999999 , 4083.3657226563 , 7.3635764122
21.7973937988 , 0.0297407396 , 5.6916022301 , 0.0049999999 , 4080.4467773438 , 6.9753260612
21.7867317200 , 0.0795736238 , 5.6922831535 , 0.0049999999 , 4086.9233398438 , 5.4086303711
21.7302684784 , 0.0370336361 , 5.7035188675 , 0.0049999999 , 4075.7487792969 , 7.1611871719
21.7566184998 , 0.0611853413 , 5.7131428719 , 0.0049999999 , 4086.2998046875 , 5.2649507523
21.6719264984 , 0.0562007762 , 5.7038550377 , 0.0049999999 , 4086.1728515625 , 8.3400135040
21.8017864227 , 0.0509120971 , 5.6997699738 , 0.0049999999 , 4091.5981445313 , 5.9114451408
21.7177257538 , 0.0640666187 , 5.6991457939 , 0.0049999999 , 4081.8486328125 , 6.8596129417
21.7785758972 , 0.0459148027 , 5.7104277611 , 0.0049999999 , 4092.7495117188 , 6.8553991318
21.6135826111 , 0.0634284019 , 5.7207036018 , 0.0049999999 , 4082.3168945313 , 6.7939267159
21.7654018402 , 0.0439023450 , 5.7017469406 , 0.0049999999 , 4091.7863769531 , 6.1423254013
21.7377967834 , 0.0649907067 , 5.7021465302 , 0.0049999999 , 4078.9372558594 , 5.8752341270
21.7691650391 , 0.0342359766 , 5.7136163712 , 0.0049999999 , 4094.9643554688 , 5.7935380936
21.6656532288 , 0.0732195973 , 5.7244281769 , 0.0049999999 , 4084.1235351563 , 5.3912444115
21.8005294800 , 0.0369832814 , 5.7378215790 , 0.0049999999 , 4091.6696777344 , 6.0543389320
21.6907482147 , 0.0384813137 , 5.7329039574 , 0.0049999999 , 4084.0998535156 , 6.6657423973
21.7616367340 , 0.0512465090 , 5.7211518288 , 0.0049999999 , 4094.3635253906 , 5.7330040932
21.7095661163 , 0.0678843185 , 5.7149705887 , 0.0049999999 , 4083.3510742188 , 7.7008652687
21.7465820313 , 0.0640520751 , 5.7153906822 , 0.0049999999 , 4095.4470214844 , 6.1250934601
21.8494644165 , 0.0669630617 , 5.7195539474 , 0.0049999999 , 4099.1782226563 , 6.4799699783
21.7265052795 , 0.0643326864 , 5.7173175812 , 0.0049999999 , 4090.0065917969 , 5.9912662506
21.6436958313 , 0.0362110361 , 5.7046823502 , 0.0049999999 , 4092.3549804688 , 7.0548362732
21.7214889526 , 0.0374257118 , 5.6981945038 , 0.0049999999 , 4090.8205566406 , 6.9426589012
