Temperatura   , dT           , Intensitat   , dI           , Tensió          , dV
48.3201599121 , 0.0461711250 , 5.7427854538 , 0.0049999999 , 1367.3463134766 , 1.3890793324
48.0573043823 , 0.0493697934 , 5.7374935150 , 0.0049999999 , 1380.1098632813 , 2.3140742779
48.0861587524 , 0.0397516675 , 5.7405452728 , 0.0049999999 , 1387.0268554688 , 1.8600106239
47.8364791870 , 0.0467327386 , 5.7334017754 , 0.0049999999 , 1393.9235839844 , 1.7363671064
47.7869224548 , 0.0551013686 , 5.7339320183 , 0.0049999999 , 1403.3687744141 , 2.9061651230
47.5096321106 , 0.0283287931 , 5.7428345680 , 0.0049999999 , 1404.9526367188 , 1.2790577412
47.4048690796 , 0.0518729575 , 5.7321653366 , 0.0049999999 , 1416.3292236328 , 3.3569855690
47.3747558594 , 0.0567014180 , 5.7490587234 , 0.0049999999 , 1424.1455078125 , 2.3619892597
47.2624588013 , 0.0416143537 , 5.7552275658 , 0.0049999999 , 1427.7591552734 , 1.8774207830
47.0830421448 , 0.0683630109 , 5.7646865845 , 0.0049999999 , 1431.1810302734 , 2.4320282936
46.9694938660 , 0.0431099609 , 5.7727112770 , 0.0049999999 , 1436.4241943359 , 1.8767431974
46.8528099060 , 0.0563497804 , 5.7699213028 , 0.0049999999 , 1441.7757568359 , 1.6371281147
46.8728790283 , 0.0477582179 , 5.7830390930 , 0.0049999999 , 1447.5054931641 , 1.7237415314
46.6332397461 , 0.0449440368 , 5.7707915306 , 0.0049999999 , 1450.1431884766 , 1.3074280024
46.4914588928 , 0.0508571677 , 5.7816243172 , 0.0049999999 , 1462.3425292969 , 2.0372631550
46.5554466248 , 0.0403102636 , 5.7781872749 , 0.0049999999 , 1463.9763183594 , 1.2754503489
46.3848114014 , 0.0632469729 , 5.7869377136 , 0.0049999999 , 1469.0416259766 , 1.9283982515
46.2254676819 , 0.0404640622 , 5.7688055038 , 0.0049999999 , 1481.9946289063 , 2.7469663620
46.2041358948 , 0.0640084222 , 5.7709240913 , 0.0049999999 , 1486.9184570313 , 2.7708747387
46.0127944946 , 0.0724563673 , 5.7701444626 , 0.0049999999 , 1489.4537353516 , 2.5212447643
46.1206932068 , 0.0465195887 , 5.7750592232 , 0.0049999999 , 1499.1358642578 , 2.4568653107
45.9105377197 , 0.0393117145 , 5.7649526596 , 0.0049999999 , 1502.0942382813 , 1.9271124601
45.8691368103 , 0.0693194419 , 5.7636709213 , 0.0049999999 , 1507.4549560547 , 1.3957759142
45.5780487061 , 0.0401249304 , 5.7542147636 , 0.0049999999 , 1514.8754882813 , 3.3693792820
45.7455482483 , 0.0453841351 , 5.7532744408 , 0.0049999999 , 1519.1463623047 , 2.1250634193
45.4927330017 , 0.0549433231 , 5.7476658821 , 0.0049999999 , 1522.7675781250 , 1.4941685200
45.4149360657 , 0.0565698110 , 5.7569041252 , 0.0049999999 , 1527.9621582031 , 1.8784928322
45.3076629639 , 0.0361852944 , 5.7428741455 , 0.0049999999 , 1533.6212158203 , 1.5776083469
45.2267341614 , 0.0381896645 , 5.7496614456 , 0.0049999999 , 1545.3483886719 , 2.1627318859
45.1947441101 , 0.0475757867 , 5.7538161278 , 0.0049999999 , 1548.1518554688 , 2.1909334660
45.0987548828 , 0.0442476161 , 5.7603635788 , 0.0049999999 , 1555.4610595703 , 2.6165964603
45.0215950012 , 0.0622770786 , 5.7436680794 , 0.0049999999 , 1558.3508300781 , 2.5656669140
44.9500770569 , 0.0524919331 , 5.7458577156 , 0.0049999999 , 1565.8625488281 , 2.1270716190
44.8133201599 , 0.0381245501 , 5.7445321083 , 0.0049999999 , 1574.3984375000 , 1.8959237337
44.7599945068 , 0.0507838354 , 5.7485895157 , 0.0049999999 , 1577.9964599609 , 1.7220976353
44.5611267090 , 0.0404333472 , 5.7537064552 , 0.0049999999 , 1588.4703369141 , 2.5062198639
44.6364059448 , 0.0467858762 , 5.7430486679 , 0.0049999999 , 1594.5476074219 , 1.9046076536
44.3346557617 , 0.0531036928 , 5.7476210594 , 0.0049999999 , 1609.2639160156 , 1.8755326271
44.0987739563 , 0.0295731872 , 5.7455086708 , 0.0049999999 , 1614.8527832031 , 2.2319891453
43.9758186340 , 0.0421187915 , 5.7427525520 , 0.0049999999 , 1624.8558349609 , 1.7546050549
43.8566246033 , 0.0409219898 , 5.7373418808 , 0.0049999999 , 1629.4154052734 , 1.7701213360
43.7248840332 , 0.0508815870 , 5.7316174507 , 0.0049999999 , 1632.8060302734 , 2.0630233288
43.6627693176 , 0.0626549423 , 5.7391638756 , 0.0049999999 , 1637.5168457031 , 2.0074567795
43.5027999878 , 0.0497458056 , 5.7385077477 , 0.0049999999 , 1648.5490722656 , 2.4277572632
43.4149742126 , 0.0773169324 , 5.7335214615 , 0.0049999999 , 1651.6514892578 , 1.8308424950
43.3854866028 , 0.0388987325 , 5.7367258072 , 0.0049999999 , 1660.3129882813 , 2.0221478939
43.3754501343 , 0.0474712253 , 5.7308192253 , 0.0049999999 , 1663.8029785156 , 2.9406781197
43.1232604980 , 0.0442756861 , 5.7290434837 , 0.0049999999 , 1672.3432617188 , 2.7120475769
43.1778373718 , 0.0537778288 , 5.7345275879 , 0.0049999999 , 1677.2335205078 , 1.8915156126
43.0611534119 , 0.0532905124 , 5.7472777367 , 0.0049999999 , 1684.5053710938 , 2.1645174026
43.0812263489 , 0.0546258576 , 5.7537465096 , 0.0049999999 , 1689.9716796875 , 1.9725313187
42.8986701965 , 0.0584916323 , 5.7616438866 , 0.0049999999 , 1690.9062500000 , 1.7984192371
42.6640434265 , 0.0394379161 , 5.7538557053 , 0.0049999999 , 1698.0537109375 , 1.5952562094
42.6960372925 , 0.0293623991 , 5.7423286438 , 0.0049999999 , 1709.0114746094 , 3.0603230000
42.4871330261 , 0.0495205410 , 5.7436757088 , 0.0049999999 , 1709.8161621094 , 2.8975715637
42.5649223328 , 0.0497957282 , 5.7348756790 , 0.0049999999 , 1720.0993652344 , 2.1361651421
42.5059509277 , 0.0441914313 , 5.7387995720 , 0.0049999999 , 1724.6511230469 , 2.0773770809
42.2926597595 , 0.0486856513 , 5.7275571823 , 0.0049999999 , 1728.4998779297 , 2.4270675182
42.3227691650 , 0.0503415875 , 5.7263522148 , 0.0049999999 , 1737.0832519531 , 2.4649379253
42.2336883545 , 0.0423247516 , 5.7295413017 , 0.0049999999 , 1742.6069335938 , 2.6436753273
42.0461158752 , 0.0385780409 , 5.7283821106 , 0.0049999999 , 1743.8029785156 , 2.1240785122
41.9614181519 , 0.0486601293 , 5.7237977982 , 0.0049999999 , 1754.2393798828 , 2.2016317844
41.7468719482 , 0.0427336991 , 5.7171077728 , 0.0049999999 , 1758.5554199219 , 2.7583215237
41.8171310425 , 0.0413147546 , 5.7154827118 , 0.0049999999 , 1764.3104248047 , 2.7554342747
41.6753540039 , 0.0606192984 , 5.7241539955 , 0.0049999999 , 1770.1455078125 , 3.2313339710
41.7989425659 , 0.0670974255 , 5.7246327400 , 0.0049999999 , 1776.1236572266 , 2.0542426109
41.5373382568 , 0.0352109000 , 5.7149286270 , 0.0049999999 , 1778.1253662109 , 1.8665989637
41.5153808594 , 0.0333630517 , 5.7396507263 , 0.0049999999 , 1788.8428955078 , 2.5016186237
41.4049682617 , 0.0486345887 , 5.7441959381 , 0.0049999999 , 1792.3261718750 , 2.2274034023
41.3146324158 , 0.0607830174 , 5.7510952950 , 0.0049999999 , 1798.9238281250 , 1.9650731087
41.2161369324 , 0.0367980711 , 5.7493681908 , 0.0049999999 , 1806.0473632813 , 2.7962279320
41.0950584412 , 0.0291926730 , 5.7682037354 , 0.0049999999 , 1805.4682617188 , 2.7102982998
41.0906677246 , 0.0536390506 , 5.7695279121 , 0.0049999999 , 1816.1630859375 , 2.5127415657
40.9219131470 , 0.0393433049 , 5.7520380020 , 0.0049999999 , 1816.0328369141 , 2.6860737801
41.0624427795 , 0.0382546708 , 5.7364192009 , 0.0049999999 , 1824.9678955078 , 1.9095278978
40.9357185364 , 0.0538932085 , 5.7392115593 , 0.0049999999 , 1831.6922607422 , 2.0269806385
40.7456321716 , 0.0608851276 , 5.7375736237 , 0.0049999999 , 1833.4301757813 , 2.9913277626
40.7525329590 , 0.0474973880 , 5.7386636734 , 0.0049999999 , 1843.4437255859 , 4.0896124840
40.6214179993 , 0.0393433049 , 5.7361035347 , 0.0049999999 , 1847.9261474609 , 1.8634010553
40.4846572876 , 0.0601461008 , 5.7324566841 , 0.0049999999 , 1854.3116455078 , 2.0712854862
40.4953231812 , 0.0523734652 , 5.7310056686 , 0.0049999999 , 1861.5179443359 , 1.7168945074
40.5072402954 , 0.0406784043 , 5.7304329872 , 0.0049999999 , 1867.2255859375 , 2.8114731312
40.2845382690 , 0.0453567542 , 5.7319927216 , 0.0049999999 , 1872.0573730469 , 2.3817420006
40.2952003479 , 0.0388667807 , 5.7304663658 , 0.0049999999 , 1872.9641113281 , 3.4076709747
40.1088829041 , 0.0371174030 , 5.7256736755 , 0.0049999999 , 1884.4771728516 , 2.4405181408
40.2293319702 , 0.0461980216 , 5.7343029976 , 0.0049999999 , 1889.4458007813 , 3.4842090607
39.9319686890 , 0.0639987215 , 5.7198472023 , 0.0049999999 , 1894.5598144531 , 3.1638648510
40.0586929321 , 0.0409523360 , 5.7183141708 , 0.0049999999 , 1907.1392822266 , 2.2303304672
39.7751350403 , 0.0383843444 , 5.7510004044 , 0.0049999999 , 1908.2653808594 , 2.9482357502
39.9093894958 , 0.0474581383 , 5.7579517365 , 0.0049999999 , 1910.6379394531 , 1.9614927769
39.7073783875 , 0.0529983193 , 5.7508988380 , 0.0049999999 , 1920.5252685547 , 2.8198618889
39.6716232300 , 0.0465596281 , 5.7461385727 , 0.0049999999 , 1930.0234375000 , 2.5442376137
39.6615867615 , 0.0395951048 , 5.7496690750 , 0.0049999999 , 1932.3812255859 , 1.9013254642
39.5329818726 , 0.0687435642 , 5.7416129112 , 0.0049999999 , 1932.9991455078 , 1.8232997656
39.4558143616 , 0.0509059988 , 5.7502350807 , 0.0049999999 , 1945.1960449219 , 2.2847974300
39.4257049561 , 0.0370671637 , 5.7347965240 , 0.0049999999 , 1947.2308349609 , 1.8137094975
39.4514236450 , 0.0432825126 , 5.7436122894 , 0.0049999999 , 1948.3881835938 , 1.8656054735
39.3868103027 , 0.0517050438 , 5.7279815674 , 0.0049999999 , 1961.5238037109 , 2.6103844643
39.1835517883 , 0.0453841351 , 5.7385778427 , 0.0049999999 , 1963.9085693359 , 2.8932778835
39.1603393555 , 0.0498082004 , 5.7263808250 , 0.0049999999 , 1973.8352050781 , 2.3503727913
39.0693740845 , 0.0322651565 , 5.7206535339 , 0.0049999999 , 1977.8239746094 , 3.0035457611
38.9144210815 , 0.0497582927 , 5.7104930878 , 0.0049999999 , 1986.8634033203 , 2.9231295586
38.9269676208 , 0.0724049136 , 5.7053780556 , 0.0049999999 , 1986.3162841797 , 1.7933609486
38.9451599121 , 0.0480951890 , 5.7056584358 , 0.0049999999 , 1996.7042236328 , 2.7220594883
38.8058891296 , 0.0453841351 , 5.7150678635 , 0.0049999999 , 1998.7346191406 , 2.1959257126
38.7726440430 , 0.0580866970 , 5.7171874046 , 0.0049999999 , 2008.0664062500 , 2.7678394318
38.6879501343 , 0.0575279519 , 5.7206821442 , 0.0049999999 , 2010.9982910156 , 1.9581295252
38.4915924072 , 0.0646937490 , 5.7094197273 , 0.0049999999 , 2017.5212402344 , 3.0381524563
38.5662460327 , 0.0446806736 , 5.7085633278 , 0.0049999999 , 2020.6799316406 , 3.3375222683
38.4595947266 , 0.0554385260 , 5.6959486008 , 0.0049999999 , 2027.2652587891 , 3.8196034431
38.3178176880 , 0.0335301943 , 5.7066955566 , 0.0049999999 , 2033.8001708984 , 2.4550070763
38.4169387817 , 0.0434686765 , 5.7304096222 , 0.0049999999 , 2041.1331787109 , 2.9923932552
38.3146820068 , 0.0507960618 , 5.7417402267 , 0.0049999999 , 2041.0197753906 , 2.1128985882
38.0932312012 , 0.0436967090 , 5.7369189262 , 0.0049999999 , 2050.8603515625 , 3.9408743382
38.1314964294 , 0.0497208238 , 5.7364869118 , 0.0049999999 , 2053.5021972656 , 2.3376960754
38.0568428040 , 0.0572139770 , 5.7435464859 , 0.0049999999 , 2056.8381347656 , 2.5948023796
38.0468063354 , 0.0473139472 , 5.7475800514 , 0.0049999999 , 2068.2873535156 , 2.5879762173
38.0267333984 , 0.0443457775 , 5.7525534630 , 0.0049999999 , 2071.5466308594 , 2.6640961170
37.8002624512 , 0.0420892872 , 5.7561750412 , 0.0049999999 , 2072.0354003906 , 3.0795485973
37.8234748840 , 0.0571053028 , 5.7621202469 , 0.0049999999 , 2080.4497070313 , 3.8123619556
37.7808151245 , 0.0463590845 , 5.7756519318 , 0.0049999999 , 2091.7551269531 , 2.7712540627
37.7425460815 , 0.0602183491 , 5.7783064842 , 0.0049999999 , 2090.2756347656 , 2.4488136768
37.6396636963 , 0.0415994301 , 5.7865562439 , 0.0049999999 , 2095.8098144531 , 2.7014636993
37.7406654358 , 0.0471824817 , 5.7776198387 , 0.0049999999 , 2106.8757324219 , 3.8397357464
37.6202125549 , 0.0441633128 , 5.7712864876 , 0.0049999999 , 2108.2580566406 , 3.8215782642
37.3172073364 , 0.0410129614 , 5.7576498985 , 0.0049999999 , 2112.1550292969 , 2.7842319012
37.4025268555 , 0.0451921187 , 5.7600293159 , 0.0049999999 , 2121.2397460938 , 2.7376022339
37.2745513916 , 0.0672915578 , 5.7616820335 , 0.0049999999 , 2128.1340332031 , 2.6632831097
37.2946243286 , 0.0359787121 , 5.7636580467 , 0.0049999999 , 2126.1975097656 , 2.3413875103
37.1998939514 , 0.0369328633 , 5.7566452026 , 0.0049999999 , 2141.1638183594 , 3.9594917297
37.1572380066 , 0.0438952670 , 5.7710909843 , 0.0049999999 , 2140.0180664063 , 3.4819450378
37.0957565308 , 0.0539853349 , 5.7608928680 , 0.0049999999 , 2152.6596679688 , 2.8937175274
36.8937530518 , 0.0637166351 , 5.7612380981 , 0.0049999999 , 2147.2961425781 , 2.4655430317
37.0380401611 , 0.0418821685 , 5.7526359558 , 0.0049999999 , 2157.9682617188 , 3.2886252403
36.7990226746 , 0.0432825126 , 5.7534408569 , 0.0049999999 , 2157.6425781250 , 3.4253401756
36.9175910950 , 0.0577542484 , 5.7414665222 , 0.0049999999 , 2166.0654296875 , 2.4675154686
36.8190994263 , 0.0355968773 , 5.7422895432 , 0.0049999999 , 2177.8032226563 , 3.9022092819
36.6446952820 , 0.0385619402 , 5.7592692375 , 0.0049999999 , 2177.3889160156 , 3.7126743793
36.6948814392 , 0.0660618767 , 5.7548928261 , 0.0049999999 , 2183.4157714844 , 2.2797148228
36.6641464233 , 0.0471561477 , 5.7465591431 , 0.0049999999 , 2190.8618164063 , 2.9115340710
36.3711776733 , 0.0460363962 , 5.7457737923 , 0.0049999999 , 2192.2736816406 , 2.1939263344
36.4715499878 , 0.0592932180 , 5.7431130409 , 0.0049999999 , 2202.0317382813 , 2.2374453545
36.2984046936 , 0.0463724807 , 5.7653832436 , 0.0049999999 , 2200.1728515625 , 2.7953488827
36.4345359802 , 0.0646168962 , 5.7717509270 , 0.0049999999 , 2204.7246093750 , 2.4331347942
36.2457084656 , 0.0506613739 , 5.7531838417 , 0.0049999999 , 2215.3864746094 , 3.0433466434
36.3962707520 , 0.0521238148 , 5.7477064133 , 0.0049999999 , 2221.5095214844 , 2.0816195011
36.2933883667 , 0.0396421365 , 5.7684183121 , 0.0049999999 , 2224.9533691406 , 3.3546006680
36.0606422424 , 0.0589148775 , 5.7725286484 , 0.0049999999 , 2226.4873046875 , 3.0454452038
36.1083183289 , 0.0534185804 , 5.7651171684 , 0.0049999999 , 2232.0437011719 , 3.2044661045
36.0236320496 , 0.0386263169 , 5.7616214752 , 0.0049999999 , 2245.6318359375 , 2.7031555176
35.9684257507 , 0.0818970948 , 5.7699527740 , 0.0049999999 , 2245.9514160156 , 4.0581583977
36.0606422424 , 0.0457657501 , 5.7609672546 , 0.0049999999 , 2256.6760253906 , 3.0406782627
35.8028030396 , 0.0633156821 , 5.7602062225 , 0.0049999999 , 2254.1684570313 , 2.4437038898
35.8266410828 , 0.0581721812 , 5.7601318359 , 0.0049999999 , 2269.2851562500 , 3.3404967785
35.9144744873 , 0.0623866916 , 5.7498083115 , 0.0049999999 , 2271.7817382813 , 2.5578081608
35.6691818237 , 0.0362196080 , 5.7450346947 , 0.0049999999 , 2266.0051269531 , 4.0358314514
35.6045646667 , 0.0736045837 , 5.7523388863 , 0.0049999999 , 2268.6181640625 , 3.9014687538
35.6271476746 , 0.0350340456 , 5.7529287338 , 0.0049999999 , 2280.1511230469 , 3.4032599926
35.6465988159 , 0.0730114654 , 5.7430815697 , 0.0049999999 , 2286.7939453125 , 2.4700958729
35.4928970337 , 0.0403564684 , 5.7405681610 , 0.0049999999 , 2293.8642578125 , 3.0918972492
35.4778404236 , 0.0415546112 , 5.7444114685 , 0.0049999999 , 2296.6950683594 , 2.5818636417
35.4797210693 , 0.0449854806 , 5.7517776489 , 0.0049999999 , 2305.4494628906 , 2.7331159115
35.3630371094 , 0.0301143304 , 5.7452197075 , 0.0049999999 , 2309.3488769531 , 3.4841101170
35.3272781372 , 0.0525510684 , 5.7550692558 , 0.0049999999 , 2315.5505371094 , 3.1015086174
35.3580169678 , 0.0593665056 , 5.7500138283 , 0.0049999999 , 2321.8649902344 , 3.1101109982
35.2494888306 , 0.0564599037 , 5.7429003716 , 0.0049999999 , 2322.8276367188 , 3.5018301010
35.0637931824 , 0.0602183491 , 5.7437019348 , 0.0049999999 , 2324.4802246094 , 3.5960588455
35.2156143188 , 0.0488385111 , 5.7222013474 , 0.0049999999 , 2335.0002441406 , 3.6843733788
35.1120986938 , 0.0308680702 , 5.7364277840 , 0.0049999999 , 2337.6787109375 , 2.6043655872
34.9376983643 , 0.0346597210 , 5.7520403862 , 0.0049999999 , 2339.8422851563 , 3.9415943623
35.0738334656 , 0.0561620742 , 5.7592535019 , 0.0049999999 , 2349.6604003906 , 2.7493157387
34.8668098450 , 0.0585659221 , 5.7663559914 , 0.0049999999 , 2348.7956542969 , 2.3558557034
34.8975524902 , 0.0562615283 , 5.7490615845 , 0.0049999999 , 2358.6267089844 , 2.8378436565
34.8279190063 , 0.0362881422 , 5.7491250038 , 0.0049999999 , 2361.7395019531 , 2.6424376965
34.6867637634 , 0.0553375967 , 5.7605371475 , 0.0049999999 , 2366.6560058594 , 3.9626531601
34.7225227356 , 0.0390421823 , 5.7550573349 , 0.0049999999 , 2374.4885253906 , 3.5078945160
34.7231483459 , 0.0398920514 , 5.7679519653 , 0.0049999999 , 2379.1582031250 , 2.4056830406
34.6786079407 , 0.0389944240 , 5.7585558891 , 0.0049999999 , 2382.9396972656 , 3.1829912663
34.5669403076 , 0.0446667746 , 5.7595014572 , 0.0049999999 , 2383.4916992188 , 3.4037718773
34.5098533630 , 0.0358056575 , 5.7681665421 , 0.0049999999 , 2394.2963867188 , 2.9705088139
34.5098533630 , 0.0347670838 , 5.7550864220 , 0.0049999999 , 2398.5175781250 , 4.2187695503
34.4308090210 , 0.0404026136 , 5.7466106415 , 0.0049999999 , 2399.5791015625 , 3.3717823029
34.3078460693 , 0.0779649541 , 5.7276268005 , 0.0049999999 , 2406.4965820313 , 3.8024857044
34.3065948486 , 0.0598977320 , 5.7260484695 , 0.0049999999 , 2407.1105957031 , 3.2721576691
34.1942977905 , 0.0487748757 , 5.7278027534 , 0.0049999999 , 2419.6330566406 , 3.0375504494
34.2093544006 , 0.0625755861 , 5.7506265640 , 0.0049999999 , 2424.7160644531 , 3.0746707916
34.1767349243 , 0.0518609844 , 5.7545628548 , 0.0049999999 , 2429.0722656250 , 2.9121541977
33.9784927368 , 0.0620172136 , 5.7614021301 , 0.0049999999 , 2427.5874023438 , 3.2334055901
34.1372108459 , 0.0563277304 , 5.7507076263 , 0.0049999999 , 2438.7080078125 , 3.6411612034
34.0123748779 , 0.0409978144 , 5.7427916527 , 0.0049999999 , 2445.1486816406 , 3.0211246014
33.9835128784 , 0.0460768528 , 5.7488541603 , 0.0049999999 , 2443.7814941406 , 2.6697418690
33.7997016907 , 0.0485578999 , 5.7528452873 , 0.0049999999 , 2443.9001464844 , 3.2738587856
33.9703369141 , 0.0543865524 , 5.7455706596 , 0.0049999999 , 2457.7458496094 , 2.5112993717
33.8128776550 , 0.0432106964 , 5.7338948250 , 0.0049999999 , 2453.4182128906 , 2.1722526550
33.8273048401 , 0.0523497425 , 5.7160611153 , 0.0049999999 , 2464.9274902344 , 2.5396034718
33.6943092346 , 0.0490795672 , 5.7276053429 , 0.0049999999 , 2474.8730468750 , 3.6779630184
33.6936798096 , 0.0484426357 , 5.7408032417 , 0.0049999999 , 2476.2917480469 , 4.4043297768
33.7125015259 , 0.0467858762 , 5.7487740517 , 0.0049999999 , 2483.9040527344 , 2.9995896816
33.5199089050 , 0.0797841027 , 5.7469124794 , 0.0049999999 , 2483.3244628906 , 3.4906046391
33.5374717712 , 0.0637556165 , 5.7316837311 , 0.0049999999 , 2493.2080078125 , 3.4569046497
33.4621925354 , 0.0383681618 , 5.7198100090 , 0.0049999999 , 2494.0961914063 , 2.7782337666
33.5462570190 , 0.0491175205 , 5.7181587219 , 0.0049999999 , 2504.2836914063 , 3.7639648914
33.3800086975 , 0.0748348311 , 5.7163062096 , 0.0049999999 , 2502.7392578125 , 3.0915477276
33.4157676697 , 0.0824036822 , 5.6974229813 , 0.0049999999 , 2514.6862792969 , 3.0683026314
33.2959442139 , 0.0654668286 , 5.6931262016 , 0.0049999999 , 2515.0346679688 , 2.8197202682
33.3009643555 , 0.0451233461 , 5.7042775154 , 0.0049999999 , 2523.2749023438 , 3.3790655136
33.1246795654 , 0.0322651565 , 5.7190756798 , 0.0049999999 , 2523.9694824219 , 2.8469944000
33.1547927856 , 0.0405100882 , 5.7209167480 , 0.0049999999 , 2534.4150390625 , 3.3775389194
32.9992103577 , 0.0480046980 , 5.7303876877 , 0.0049999999 , 2532.0368652344 , 2.6920874119
32.9421234131 , 0.0545917414 , 5.7258472443 , 0.0049999999 , 2543.1567382813 , 2.9918448925
33.0650825500 , 0.0483656414 , 5.7342147827 , 0.0049999999 , 2547.4689941406 , 3.4165563583
32.9408683777 , 0.0289791171 , 5.7259950638 , 0.0049999999 , 2550.3955078125 , 2.8473980427
32.8530426025 , 0.0431243666 , 5.7203063965 , 0.0049999999 , 2548.5358886719 , 3.7377686501
32.8549232483 , 0.0526573323 , 5.7132329941 , 0.0049999999 , 2554.9069824219 , 4.9927682877
32.8637084961 , 0.0468919650 , 5.7181005478 , 0.0049999999 , 2564.1132812500 , 2.9568443298
32.8787612915 , 0.0332884975 , 5.7410397530 , 0.0049999999 , 2564.6777343750 , 4.6922273636
32.8379859924 , 0.0496708304 , 5.7461786270 , 0.0049999999 , 2574.1867675781 , 3.1976611614
32.7827796936 , 0.0534534492 , 5.7512927055 , 0.0049999999 , 2579.8498535156 , 3.0695517063
32.5939483643 , 0.0652101561 , 5.7605342865 , 0.0049999999 , 2575.4472656250 , 4.1841359138
32.7062454224 , 0.0468124188 , 5.7701954842 , 0.0049999999 , 2588.4521484375 , 3.2397406101
32.5650901794 , 0.0473008193 , 5.7613077164 , 0.0049999999 , 2586.4284667969 , 3.4951155186
32.6347274780 , 0.0528222211 , 5.7640533447 , 0.0049999999 , 2591.0288085938 , 2.6917526722
32.5814056396 , 0.0427917987 , 5.7581000328 , 0.0049999999 , 2601.5522460938 , 2.5641312599
32.4904403687 , 0.0618567578 , 5.7556724548 , 0.0049999999 , 2597.5839843750 , 3.2168052197
32.4151573181 , 0.0396107845 , 5.7622785568 , 0.0049999999 , 2607.2612304688 , 2.4389190674
32.4578170776 , 0.0593351051 , 5.7468566895 , 0.0049999999 , 2615.5720214844 , 3.7965211868
32.3310890198 , 0.0519567169 , 5.7493381500 , 0.0049999999 , 2609.5029296875 , 3.3912005424
32.3016090393 , 0.0472745486 , 5.7302041054 , 0.0049999999 , 2616.5197753906 , 3.7224631310
32.1604576111 , 0.0583747029 , 5.7380137444 , 0.0049999999 , 2623.7189941406 , 3.2230231762
32.1717491150 , 0.0459553674 , 5.7367401123 , 0.0049999999 , 2626.2348632813 , 3.5271954536
32.2401313782 , 0.0418376513 , 5.7348608971 , 0.0049999999 , 2639.0007324219 , 3.3197357655
32.0582008362 , 0.0628529042 , 5.7292623520 , 0.0049999999 , 2640.0578613281 , 3.8507230282
32.1824111938 , 0.0687435642 , 5.7293524742 , 0.0049999999 , 2644.5505371094 , 3.5889251232
32.1278343201 , 0.0512222685 , 5.7475037575 , 0.0049999999 , 2649.7656250000 , 2.9927396774
31.9383792877 , 0.0463858731 , 5.7606658936 , 0.0049999999 , 2645.7268066406 , 4.2442550659
32.0958404541 , 0.0424419977 , 5.7604236603 , 0.0049999999 , 2659.8806152344 , 3.0122931004
31.9653568268 , 0.0457521752 , 5.7810845375 , 0.0049999999 , 2661.9082031250 , 3.7036683559
31.9553165436 , 0.0481855087 , 5.7774572372 , 0.0049999999 , 2660.9921875000 , 4.8723249435
31.7897014618 , 0.0506858900 , 5.7878675461 , 0.0049999999 , 2663.8310546875 , 3.9376075268
31.8455333710 , 0.0368318148 , 5.7783117294 , 0.0049999999 , 2667.1374511719 , 3.1727080345
31.8555698395 , 0.0454115011 , 5.7617750168 , 0.0049999999 , 2679.9526367188 , 3.8100979328
31.6014995575 , 0.0594605915 , 5.7457928658 , 0.0049999999 , 2676.8034667969 , 2.6937763691
31.6196880341 , 0.0510643721 , 5.7381243706 , 0.0049999999 , 2688.8459472656 , 3.6638648510
31.6855602264 , 0.0544207990 , 5.7436766624 , 0.0049999999 , 2685.9821777344 , 2.7832319736
31.5619754791 , 0.0387707762 , 5.7321906090 , 0.0049999999 , 2697.2570800781 , 4.6215147972
31.5117855072 , 0.0449578539 , 5.7264928818 , 0.0049999999 , 2695.0187988281 , 3.8516173363
31.5418987274 , 0.0491048694 , 5.7288126945 , 0.0049999999 , 2699.6716308594 , 4.0919580460
31.4509372711 , 0.0492438152 , 5.7239413261 , 0.0049999999 , 2711.3442382813 , 3.6261632442
31.6209430695 , 0.0629516542 , 5.7274932861 , 0.0049999999 , 2709.8925781250 , 2.7701401711
31.4791660309 , 0.0487239100 , 5.7293472290 , 0.0049999999 , 2715.0876464844 , 2.7030472755
31.4421520233 , 0.0583108291 , 5.7322368622 , 0.0049999999 , 2710.3945312500 , 2.8540766239
31.3725147247 , 0.0301349517 , 5.7308077812 , 0.0049999999 , 2723.9860839844 , 3.0720901489
31.3775348663 , 0.0585234836 , 5.7273244858 , 0.0049999999 , 2725.2541503906 , 2.7247750759
31.3882007599 , 0.0691489726 , 5.7422599792 , 0.0049999999 , 2735.1174316406 , 2.9147102833
31.2357578278 , 0.0522903800 , 5.7389740944 , 0.0049999999 , 2733.0742187500 , 3.7731337547
31.1604747772 , 0.0313472934 , 5.7262487411 , 0.0049999999 , 2732.0048828125 , 4.3058977127
31.2796726227 , 0.0488003418 , 5.7314014435 , 0.0049999999 , 2740.4758300781 , 3.8157639503
31.2012538910 , 0.0671066865 , 5.7355508804 , 0.0049999999 , 2751.2770996094 , 3.4638605118
30.9321231842 , 0.0561841950 , 5.7389187813 , 0.0049999999 , 2750.7551269531 , 3.7359950542
31.2094097137 , 0.0605885461 , 5.7461013794 , 0.0049999999 , 2758.8273925781 , 2.4942657948
31.0048923492 , 0.0750834197 , 5.7390127182 , 0.0049999999 , 2754.7956542969 , 4.4497966766
30.9754085541 , 0.0416591093 , 5.7500934601 , 0.0049999999 , 2756.0644531250 , 3.5451686382
31.0180683136 , 0.0580866970 , 5.7564024925 , 0.0049999999 , 2770.9096679688 , 2.9920978546
